line,length,plate,light,exp,nativename,stockparent,latitude,longitude,site,region,country
6901,2.014,1AH,H,A,Bil-7,CS22579,63.324,18.484,Bil,NSweden,SWE
6901,1.477,1AH,H,A,Bil-7,CS22579,63.324,18.484,Bil,NSweden,SWE
6901,1.986,1AH,H,A,Bil-7,CS22579,63.324,18.484,Bil,NSweden,SWE
6901,2.744,1AH,H,A,Bil-7,CS22579,63.324,18.484,Bil,NSweden,SWE
6901,1.942,1AH,H,A,Bil-7,CS22579,63.324,18.484,Bil,NSweden,SWE
6901,1.935,1AH,H,A,Bil-7,CS22579,63.324,18.484,Bil,NSweden,SWE
6901,1.526,1AH,H,A,Bil-7,CS22579,63.324,18.484,Bil,NSweden,SWE
8357,4.827,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,3.735,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,4.396,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,6.042,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,3.843,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,1.87,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,4.613,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,5.701,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,2.133,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,3.154,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,5.405,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,5.696,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,5.819,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,5.265,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,3.172,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,2.446,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,2.179,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,2.202,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,2.572,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,3.155,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,2.824,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,2.697,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,3.957,1AH,H,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
6921,6.751,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,4.418,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,5.308,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,5.322,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,4.622,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,3.258,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,5.519,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,6.229,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,4.752,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,6.034,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,7.375,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,3.681,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,3.211,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,6.735,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,5.823,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,6.186,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,4.712,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,4.863,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,4.849,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,3.46,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,3.65,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,3.998,1AH,H,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
7525,1.868,1AH,H,A,Rmx-A180,CS22569,42.036,-86.511,RMX,Midwest,USA
7525,2.674,1AH,H,A,Rmx-A180,CS22569,42.036,-86.511,RMX,Midwest,USA
7525,1.915,1AH,H,A,Rmx-A180,CS22569,42.036,-86.511,RMX,Midwest,USA
8275,3.439,1AH,H,A,Cen-0,CS1067,49,0.5,Cen,WesternEurope,FRA
8275,2.152,1AH,H,A,Cen-0,CS1067,49,0.5,Cen,WesternEurope,FRA
8275,1.97,1AH,H,A,Cen-0,CS1067,49,0.5,Cen,WesternEurope,FRA
8275,2.141,1AH,H,A,Cen-0,CS1067,49,0.5,Cen,WesternEurope,FRA
8275,1.901,1AH,H,A,Cen-0,CS1067,49,0.5,Cen,WesternEurope,FRA
6906,2.125,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,2.344,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,1.447,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,2.32,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,1.753,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,2.373,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,3.22,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,1.845,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,2.117,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,1.798,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,2.163,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,1.934,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,1.989,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,3.085,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,2.599,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,1.82,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,1.857,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,1.819,1AH,H,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6971,2.133,1AH,H,A,Ts-5,CS22648,41.7194,2.93056,Ts,SouthernEurope,ESP
7526,3.048,1AH,H,A,Pna-10,CS22571,42.0945,-86.3253,PNA,Midwest,USA
7526,2.126,1AH,H,A,Pna-10,CS22571,42.0945,-86.3253,PNA,Midwest,USA
7526,3.368,1AH,H,A,Pna-10,CS22571,42.0945,-86.3253,PNA,Midwest,USA
6901,4.528,1AL,L,A,Bil-7,CS22579,63.324,18.484,Bil,NSweden,SWE
6901,3.13,1AL,L,A,Bil-7,CS22579,63.324,18.484,Bil,NSweden,SWE
6897,4.299,1AL,L,A,Ag-0,CS22630,45,1.3,Ag,WesternEurope,FRA
6897,4.181,1AL,L,A,Ag-0,CS22630,45,1.3,Ag,WesternEurope,FRA
6897,6.491,1AL,L,A,Ag-0,CS22630,45,1.3,Ag,WesternEurope,FRA
6897,3.243,1AL,L,A,Ag-0,CS22630,45,1.3,Ag,WesternEurope,FRA
8357,6.799,1AL,L,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,6.121,1AL,L,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,5.477,1AL,L,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,4.822,1AL,L,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,6.595,1AL,L,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,5.071,1AL,L,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,5.521,1AL,L,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,5.194,1AL,L,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,5.803,1AL,L,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,5.005,1AL,L,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,5.405,1AL,L,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,5.221,1AL,L,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,4.56,1AL,L,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
8357,4.266,1AL,L,A,Pla-0,CS1459,41.5,2.25,Pla,SouthernEurope,ESP
6921,7.552,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,8.51,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,7.471,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,8.096,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,9.223,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,7.792,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,9.914,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,8.752,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,5.949,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,8.036,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,6.794,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,7.512,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,5.128,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,7.648,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,7.874,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,7.934,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,5.775,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,7.526,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
6921,9.597,1AL,L,A,Got-7,CS22608,51.5338,9.9355,GÖT,WesternEurope,GER
7525,3.383,1AL,L,A,Rmx-A180,CS22569,42.036,-86.511,RMX,Midwest,USA
7525,4.114,1AL,L,A,Rmx-A180,CS22569,42.036,-86.511,RMX,Midwest,USA
7525,3.722,1AL,L,A,Rmx-A180,CS22569,42.036,-86.511,RMX,Midwest,USA
7525,3.651,1AL,L,A,Rmx-A180,CS22569,42.036,-86.511,RMX,Midwest,USA
8275,4.497,1AL,L,A,Cen-0,CS1067,49,0.5,Cen,WesternEurope,FRA
8275,4.463,1AL,L,A,Cen-0,CS1067,49,0.5,Cen,WesternEurope,FRA
8275,4.593,1AL,L,A,Cen-0,CS1067,49,0.5,Cen,WesternEurope,FRA
8275,3.512,1AL,L,A,Cen-0,CS1067,49,0.5,Cen,WesternEurope,FRA
6906,4.785,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,4.248,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,4.447,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,5.901,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,3.431,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,3.562,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,3.791,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,4.564,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,5.826,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,4.249,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,4.007,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,4.273,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,4.376,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,4.727,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,3.596,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,4.226,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,3.697,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,4.274,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,4.016,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,4.536,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
6906,4.32,1AL,L,A,C24,CS22620,40.2077,-8.42639,Co,SouthernEurope,POR
8329,1.898,2AH,H,A,Lm-2,CS1345,48,0.5,Lm,WesternEurope,FRA
8329,1.75,2AH,H,A,Lm-2,CS1345,48,0.5,Lm,WesternEurope,FRA
8310,1.734,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,2.831,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,2.07,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,3.321,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,2.367,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,2.542,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,2.924,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,2.427,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,4.694,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,2.117,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,2.68,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,1.796,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,2.548,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,2.412,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,1.911,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,2.386,2AH,H,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
6924,2.262,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,2.357,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,1.855,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,2.052,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,1.834,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,2.415,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,2.534,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,2.322,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,2.168,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,1.972,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,2.702,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,1.923,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,2.799,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,2.761,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,1.84,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,2.108,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,1.85,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,1.89,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,1.56,2AH,H,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6938,3.299,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,1.78,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,3.093,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,2.464,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,1.727,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,3.004,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,2.686,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,4.178,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,2.769,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,2.597,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,2.16,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,2.966,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,2.35,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,2.615,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,2.377,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,2.286,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6938,1.708,2AH,H,A,Ms-0,CS22655,55.7522,37.6322,Ms,NA,RUS
6960,2.433,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,1.582,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,2.82,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,2.541,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,2.319,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,3.249,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,2.526,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,2.342,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,2.013,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,2.621,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,2.412,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,2.44,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,3.936,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,2.06,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,2.78,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,1.731,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,3.785,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,3.161,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,2.447,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,2.7,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
6960,2.921,2AH,H,A,Ren-11,CS22611,48.5,-1.41,REN,WesternEurope,FRA
8256,2.073,2AH,H,A,Bå1-2,NA,56.4,12.9,Bå,SSweden,SWE
8256,1.85,2AH,H,A,Bå1-2,NA,56.4,12.9,Bå,SSweden,SWE
8256,1.815,2AH,H,A,Bå1-2,NA,56.4,12.9,Bå,SSweden,SWE
8256,2.364,2AH,H,A,Bå1-2,NA,56.4,12.9,Bå,SSweden,SWE
8256,2.348,2AH,H,A,Bå1-2,NA,56.4,12.9,Bå,SSweden,SWE
8256,2.294,2AH,H,A,Bå1-2,NA,56.4,12.9,Bå,SSweden,SWE
8256,2.347,2AH,H,A,Bå1-2,NA,56.4,12.9,Bå,SSweden,SWE
8256,2.392,2AH,H,A,Bå1-2,NA,56.4,12.9,Bå,SSweden,SWE
8256,2.702,2AH,H,A,Bå1-2,NA,56.4,12.9,Bå,SSweden,SWE
8256,2.322,2AH,H,A,Bå1-2,NA,56.4,12.9,Bå,SSweden,SWE
8256,2.584,2AH,H,A,Bå1-2,NA,56.4,12.9,Bå,SSweden,SWE
8256,1.308,2AH,H,A,Bå1-2,NA,56.4,12.9,Bå,SSweden,SWE
8256,2.038,2AH,H,A,Bå1-2,NA,56.4,12.9,Bå,SSweden,SWE
8256,1.487,2AH,H,A,Bå1-2,NA,56.4,12.9,Bå,SSweden,SWE
8256,2.192,2AH,H,A,Bå1-2,NA,56.4,12.9,Bå,SSweden,SWE
8311,3.18,2AH,H,A,In-0,CS1239,47.5,11.5,In,WesternEurope,AUT
8311,2.675,2AH,H,A,In-0,CS1239,47.5,11.5,In,WesternEurope,AUT
8311,2.842,2AH,H,A,In-0,CS1239,47.5,11.5,In,WesternEurope,AUT
8311,2.724,2AH,H,A,In-0,CS1239,47.5,11.5,In,WesternEurope,AUT
8311,2.572,2AH,H,A,In-0,CS1239,47.5,11.5,In,WesternEurope,AUT
8311,1.719,2AH,H,A,In-0,CS1239,47.5,11.5,In,WesternEurope,AUT
8311,2.134,2AH,H,A,In-0,CS1239,47.5,11.5,In,WesternEurope,AUT
8424,3.164,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8424,5.065,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8424,3.053,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8424,2.982,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8424,3.408,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8424,2.994,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8424,2.344,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8424,2.342,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8424,2.545,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8424,2.045,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8424,4.064,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8424,3.489,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8424,4.58,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8424,3.501,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8424,4.47,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8424,3.711,2AH,H,A,Kas-2,CS6751,35,77,Kas,SouthAsia,IND
8329,3.435,2AL,L,A,Lm-2,CS1345,48,0.5,Lm,WesternEurope,FRA
8329,3.531,2AL,L,A,Lm-2,CS1345,48,0.5,Lm,WesternEurope,FRA
8329,2.42,2AL,L,A,Lm-2,CS1345,48,0.5,Lm,WesternEurope,FRA
8329,3.613,2AL,L,A,Lm-2,CS1345,48,0.5,Lm,WesternEurope,FRA
8329,4.816,2AL,L,A,Lm-2,CS1345,48,0.5,Lm,WesternEurope,FRA
8329,1.692,2AL,L,A,Lm-2,CS1345,48,0.5,Lm,WesternEurope,FRA
8329,4.367,2AL,L,A,Lm-2,CS1345,48,0.5,Lm,WesternEurope,FRA
8310,4.482,2AL,L,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,4.806,2AL,L,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,5.046,2AL,L,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,4.1,2AL,L,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,3.947,2AL,L,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
8310,2.515,2AL,L,A,Hs-0,CS1237,52.24,9.44,Hannover(Hannover),WesternEurope,GER
6924,4.546,2AL,L,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,4.337,2AL,L,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,4.377,2AL,L,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,5.652,2AL,L,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,5.271,2AL,L,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,4.807,2AL,L,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,5.608,2AL,L,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,5.409,2AL,L,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,5.605,2AL,L,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
6924,5.079,2AL,L,A,HR-5,CS22596,51.4083,-0.6383,HR,NorthernEurope,UK
