genotype,concentration,length
Rsch-0,0,8.97
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
Ber-0,37,NA
Br-0,37,NA
Rsch-0,37,NA
Se-0,37,NA
Col-0,37,NA
phyB-9,37,NA
Ber-0,17,NA
Br-0,17,NA
Rsch-0,17,3.2
Se-0,17,NA
Col-0,17,NA
phyB-9,17,NA
Ber-0,3.3,NA
Br-0,3.3,NA
Rsch-0,3.3,NA
Se-0,3.3,NA
Col-0,3.3,NA
phyB-9,3.3,NA
Ber-0,1.4,NA
Br-0,1.4,NA
Rsch-0,1.4,4.36
Se-0,1.4,NA
Col-0,1.4,NA
phyB-9,1.4,NA
Ber-0,0.2,NA
Br-0,0.2,12.02
Rsch-0,0.2,5.83
Se-0,0.2,NA
Col-0,0.2,NA
phyB-9,0.2,NA
Ber-0,0.1,NA
Br-0,0.1,13.44
Rsch-0,0.1,NA
Se-0,0.1,NA
Col-0,0.1,NA
phyB-9,0.1,NA
Ber-0,0.01,NA
Br-0,0.01,13.02
Rsch-0,0.01,9.18
Se-0,0.01,NA
Col-0,0.01,NA
phyB-9,0.01,NA
Ber-0,0,NA
Br-0,0,12.53
Rsch-0,0,NA
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
Ber-0,37,NA
Br-0,37,NA
Rsch-0,37,NA
Se-0,37,NA
Col-0,37,NA
phyB-9,37,NA
Ber-0,17,NA
Br-0,17,NA
Rsch-0,17,4.53
Se-0,17,NA
Col-0,17,NA
phyB-9,17,NA
Ber-0,3.3,NA
Br-0,3.3,NA
Rsch-0,3.3,NA
Se-0,3.3,NA
Col-0,3.3,NA
phyB-9,3.3,NA
Ber-0,1.4,NA
Br-0,1.4,NA
Rsch-0,1.4,4.89
Se-0,1.4,NA
Col-0,1.4,NA
phyB-9,1.4,NA
Ber-0,0.2,NA
Br-0,0.2,9.27
Rsch-0,0.2,5.14
Se-0,0.2,NA
Col-0,0.2,NA
phyB-9,0.2,NA
Ber-0,0.1,NA
Br-0,0.1,9.9
Rsch-0,0.1,NA
Se-0,0.1,NA
Col-0,0.1,NA
phyB-9,0.1,NA
Ber-0,0.01,NA
Br-0,0.01,NA
Rsch-0,0.01,8.56
Se-0,0.01,NA
Col-0,0.01,NA
phyB-9,0.01,NA
Ber-0,0,NA
Br-0,0,12.71
Rsch-0,0,NA
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
Ber-0,37,NA
Br-0,37,NA
Rsch-0,37,NA
Se-0,37,NA
Col-0,37,NA
phyB-9,37,NA
Ber-0,17,NA
Br-0,17,NA
Rsch-0,17,2.77
Se-0,17,NA
Col-0,17,NA
phyB-9,17,NA
Ber-0,3.3,NA
Br-0,3.3,NA
Rsch-0,3.3,NA
Se-0,3.3,NA
Col-0,3.3,NA
phyB-9,3.3,NA
Ber-0,1.4,NA
Br-0,1.4,NA
Rsch-0,1.4,NA
Se-0,1.4,NA
Col-0,1.4,NA
phyB-9,1.4,NA
Ber-0,0.2,NA
Br-0,0.2,8.57
Rsch-0,0.2,6.65
Se-0,0.2,NA
Col-0,0.2,NA
phyB-9,0.2,NA
Ber-0,0.1,NA
Br-0,0.1,NA
Rsch-0,0.1,NA
Se-0,0.1,NA
Col-0,0.1,NA
phyB-9,0.1,NA
Ber-0,0.01,NA
Br-0,0.01,NA
Rsch-0,0.01,8.62
Se-0,0.01,NA
Col-0,0.01,NA
phyB-9,0.01,NA
Ber-0,0,NA
Br-0,0,NA
Rsch-0,0,NA
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
Ber-0,37,NA
Br-0,37,NA
Rsch-0,37,NA
Se-0,37,NA
Col-0,37,NA
phyB-9,37,NA
Ber-0,17,NA
Br-0,17,NA
Rsch-0,17,NA
Se-0,17,NA
Col-0,17,NA
phyB-9,17,NA
Ber-0,3.3,NA
Br-0,3.3,NA
Rsch-0,3.3,NA
Se-0,3.3,NA
Col-0,3.3,NA
phyB-9,3.3,NA
Ber-0,1.4,NA
Br-0,1.4,NA
Rsch-0,1.4,NA
Se-0,1.4,NA
Col-0,1.4,NA
phyB-9,1.4,NA
Ber-0,0.2,NA
Br-0,0.2,7.56
Rsch-0,0.2,5.98
Se-0,0.2,NA
Col-0,0.2,NA
phyB-9,0.2,NA
Ber-0,0.1,NA
Br-0,0.1,NA
Rsch-0,0.1,NA
Se-0,0.1,NA
Col-0,0.1,NA
phyB-9,0.1,NA
Ber-0,0.01,NA
Br-0,0.01,NA
Rsch-0,0.01,8.77
Se-0,0.01,NA
Col-0,0.01,NA
phyB-9,0.01,NA
Ber-0,0,NA
Br-0,0,NA
Rsch-0,0,NA
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
Ber-0,37,NA
Br-0,37,NA
Rsch-0,37,NA
Se-0,37,NA
Col-0,37,NA
phyB-9,37,NA
Ber-0,17,NA
Br-0,17,NA
Rsch-0,17,NA
Se-0,17,NA
Col-0,17,NA
phyB-9,17,NA
Ber-0,3.3,NA
Br-0,3.3,NA
Rsch-0,3.3,NA
Se-0,3.3,NA
Col-0,3.3,NA
phyB-9,3.3,NA
Ber-0,1.4,NA
Br-0,1.4,NA
Rsch-0,1.4,NA
Se-0,1.4,NA
Col-0,1.4,NA
phyB-9,1.4,NA
Ber-0,0.2,NA
Br-0,0.2,10.21
Rsch-0,0.2,4.55
Se-0,0.2,NA
Col-0,0.2,NA
phyB-9,0.2,NA
Ber-0,0.1,NA
Br-0,0.1,NA
Rsch-0,0.1,NA
Se-0,0.1,NA
Col-0,0.1,NA
phyB-9,0.1,NA
Ber-0,0.01,NA
Br-0,0.01,NA
Rsch-0,0.01,NA
Se-0,0.01,NA
Col-0,0.01,NA
phyB-9,0.01,NA
Ber-0,0,NA
Br-0,0,NA
Rsch-0,0,NA
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
Ber-0,37,NA
Br-0,37,NA
Rsch-0,37,NA
Se-0,37,NA
Col-0,37,NA
phyB-9,37,NA
Ber-0,17,NA
Br-0,17,NA
Rsch-0,17,NA
Se-0,17,NA
Col-0,17,NA
phyB-9,17,NA
Ber-0,3.3,NA
Br-0,3.3,NA
Rsch-0,3.3,NA
Se-0,3.3,NA
Col-0,3.3,NA
phyB-9,3.3,NA
Ber-0,1.4,NA
Br-0,1.4,NA
Rsch-0,1.4,NA
Se-0,1.4,NA
Col-0,1.4,NA
phyB-9,1.4,NA
Ber-0,0.2,NA
Br-0,0.2,9.93
Rsch-0,0.2,NA
Se-0,0.2,NA
Col-0,0.2,NA
phyB-9,0.2,NA
Ber-0,0.1,NA
Br-0,0.1,NA
Rsch-0,0.1,NA
Se-0,0.1,NA
Col-0,0.1,NA
phyB-9,0.1,NA
Ber-0,0.01,NA
Br-0,0.01,NA
Rsch-0,0.01,NA
Se-0,0.01,NA
Col-0,0.01,NA
phyB-9,0.01,NA
Ber-0,0,NA
Br-0,0,NA
Rsch-0,0,NA
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
Ber-0,37,NA
Br-0,37,NA
Rsch-0,37,NA
Se-0,37,NA
Col-0,37,NA
phyB-9,37,NA
Ber-0,17,NA
Br-0,17,NA
Rsch-0,17,NA
Se-0,17,NA
Col-0,17,NA
phyB-9,17,NA
Ber-0,3.3,NA
Br-0,3.3,NA
Rsch-0,3.3,NA
Se-0,3.3,NA
Col-0,3.3,NA
phyB-9,3.3,NA
Ber-0,1.4,NA
Br-0,1.4,NA
Rsch-0,1.4,NA
Se-0,1.4,NA
Col-0,1.4,NA
phyB-9,1.4,NA
Ber-0,0.2,NA
Br-0,0.2,NA
Rsch-0,0.2,NA
Se-0,0.2,NA
Col-0,0.2,NA
phyB-9,0.2,NA
Ber-0,0.1,NA
Br-0,0.1,NA
Rsch-0,0.1,NA
Se-0,0.1,NA
Col-0,0.1,NA
phyB-9,0.1,NA
Ber-0,0.01,NA
Br-0,0.01,NA
Rsch-0,0.01,NA
Se-0,0.01,NA
Col-0,0.01,NA
phyB-9,0.01,NA
Ber-0,0,NA
Br-0,0,NA
Rsch-0,0,NA
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
Ber-0,37,NA
Br-0,37,NA
Rsch-0,37,NA
Se-0,37,NA
Col-0,37,NA
phyB-9,37,NA
Ber-0,17,NA
Br-0,17,NA
Rsch-0,17,NA
Se-0,17,NA
Col-0,17,NA
phyB-9,17,NA
Ber-0,3.3,NA
Br-0,3.3,NA
Rsch-0,3.3,NA
Se-0,3.3,NA
Col-0,3.3,NA
phyB-9,3.3,NA
Ber-0,1.4,NA
Br-0,1.4,NA
Rsch-0,1.4,NA
Se-0,1.4,NA
Col-0,1.4,NA
phyB-9,1.4,NA
Ber-0,0.2,NA
Br-0,0.2,NA
Rsch-0,0.2,NA
Se-0,0.2,NA
Col-0,0.2,NA
phyB-9,0.2,NA
Ber-0,0.1,NA
Br-0,0.1,NA
Rsch-0,0.1,NA
Se-0,0.1,NA
Col-0,0.1,NA
phyB-9,0.1,NA
Ber-0,0.01,NA
Br-0,0.01,NA
Rsch-0,0.01,NA
Se-0,0.01,NA
Col-0,0.01,NA
phyB-9,0.01,NA
Ber-0,0,NA
Br-0,0,NA
Rsch-0,0,NA
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
Ber-0,37,NA
Br-0,37,NA
Rsch-0,37,NA
Se-0,37,NA
Col-0,37,NA
phyB-9,37,NA
Ber-0,17,NA
Br-0,17,NA
Rsch-0,17,NA
Se-0,17,NA
Col-0,17,NA
phyB-9,17,NA
Ber-0,3.3,NA
Br-0,3.3,NA
Rsch-0,3.3,NA
Se-0,3.3,NA
Col-0,3.3,NA
phyB-9,3.3,NA
Ber-0,1.4,NA
Br-0,1.4,NA
Rsch-0,1.4,NA
Se-0,1.4,NA
Col-0,1.4,NA
phyB-9,1.4,NA
Ber-0,0.2,NA
Br-0,0.2,NA
Rsch-0,0.2,NA
Se-0,0.2,NA
Col-0,0.2,NA
phyB-9,0.2,NA
Ber-0,0.1,NA
Br-0,0.1,NA
Rsch-0,0.1,NA
Se-0,0.1,NA
Col-0,0.1,NA
phyB-9,0.1,NA
Ber-0,0.01,NA
Br-0,0.01,NA
Rsch-0,0.01,NA
Se-0,0.01,NA
Col-0,0.01,NA
phyB-9,0.01,NA
Ber-0,0,NA
Br-0,0,NA
Rsch-0,0,NA
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
Ber-0,37,NA
Br-0,37,NA
Rsch-0,37,NA
Se-0,37,NA
Col-0,37,NA
phyB-9,37,NA
Ber-0,17,NA
Br-0,17,NA
Rsch-0,17,NA
Se-0,17,NA
Col-0,17,NA
phyB-9,17,NA
Ber-0,3.3,NA
Br-0,3.3,NA
Rsch-0,3.3,NA
Se-0,3.3,NA
Col-0,3.3,NA
phyB-9,3.3,NA
Ber-0,1.4,NA
Br-0,1.4,NA
Rsch-0,1.4,NA
Se-0,1.4,NA
Col-0,1.4,NA
phyB-9,1.4,NA
Ber-0,0.2,NA
Br-0,0.2,NA
Rsch-0,0.2,NA
Se-0,0.2,NA
Col-0,0.2,NA
phyB-9,0.2,NA
Ber-0,0.1,NA
Br-0,0.1,NA
Rsch-0,0.1,NA
Se-0,0.1,NA
Col-0,0.1,NA
phyB-9,0.1,NA
Ber-0,0.01,NA
Br-0,0.01,NA
Rsch-0,0.01,NA
Se-0,0.01,NA
Col-0,0.01,NA
phyB-9,0.01,NA
Ber-0,0,NA
Br-0,0,NA
Rsch-0,0,NA
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
Ber-0,37,NA
Br-0,37,NA
Rsch-0,37,NA
Se-0,37,NA
Col-0,37,NA
phyB-9,37,NA
Ber-0,17,NA
Br-0,17,NA
Rsch-0,17,NA
Se-0,17,NA
Col-0,17,NA
phyB-9,17,NA
Ber-0,3.3,NA
Br-0,3.3,NA
Rsch-0,3.3,NA
Se-0,3.3,NA
Col-0,3.3,NA
phyB-9,3.3,NA
Ber-0,1.4,NA
Br-0,1.4,NA
Rsch-0,1.4,NA
Se-0,1.4,NA
Col-0,1.4,NA
phyB-9,1.4,NA
Ber-0,0.2,NA
Br-0,0.2,NA
Rsch-0,0.2,NA
Se-0,0.2,NA
Col-0,0.2,NA
phyB-9,0.2,NA
Ber-0,0.1,NA
Br-0,0.1,NA
Rsch-0,0.1,NA
Se-0,0.1,NA
Col-0,0.1,NA
phyB-9,0.1,NA
Ber-0,0.01,NA
Br-0,0.01,NA
Rsch-0,0.01,NA
Se-0,0.01,NA
Col-0,0.01,NA
phyB-9,0.01,NA
Ber-0,0,NA
Br-0,0,NA
Rsch-0,0,NA
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
Ber-0,37,NA
Br-0,37,NA
Rsch-0,37,NA
Se-0,37,NA
Col-0,37,NA
phyB-9,37,NA
Ber-0,17,NA
Br-0,17,NA
Rsch-0,17,NA
Se-0,17,NA
Col-0,17,NA
phyB-9,17,NA
Ber-0,3.3,NA
Br-0,3.3,NA
Rsch-0,3.3,NA
Se-0,3.3,NA
Col-0,3.3,NA
phyB-9,3.3,NA
Ber-0,1.4,NA
Br-0,1.4,NA
Rsch-0,1.4,NA
Se-0,1.4,NA
Col-0,1.4,NA
phyB-9,1.4,NA
Ber-0,0.2,NA
Br-0,0.2,NA
Rsch-0,0.2,NA
Se-0,0.2,NA
Col-0,0.2,NA
phyB-9,0.2,NA
Ber-0,0.1,NA
Br-0,0.1,NA
Rsch-0,0.1,NA
Se-0,0.1,NA
Col-0,0.1,NA
phyB-9,0.1,NA
Ber-0,0.01,NA
Br-0,0.01,NA
Rsch-0,0.01,NA
Se-0,0.01,NA
Col-0,0.01,NA
phyB-9,0.01,NA
Ber-0,0,NA
Br-0,0,NA
Rsch-0,0,NA
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
Ber-0,37,NA
Br-0,37,NA
Rsch-0,37,NA
Se-0,37,NA
Col-0,37,NA
phyB-9,37,NA
Ber-0,17,NA
Br-0,17,NA
Rsch-0,17,NA
Se-0,17,NA
Col-0,17,NA
phyB-9,17,NA
Ber-0,3.3,NA
Br-0,3.3,NA
Rsch-0,3.3,NA
Se-0,3.3,NA
Col-0,3.3,NA
phyB-9,3.3,NA
Ber-0,1.4,NA
Br-0,1.4,NA
Rsch-0,1.4,NA
Se-0,1.4,NA
Col-0,1.4,NA
phyB-9,1.4,NA
Ber-0,0.2,NA
Br-0,0.2,NA
Rsch-0,0.2,NA
Se-0,0.2,NA
Col-0,0.2,NA
phyB-9,0.2,NA
Ber-0,0.1,NA
Br-0,0.1,NA
Rsch-0,0.1,NA
Se-0,0.1,NA
Col-0,0.1,NA
phyB-9,0.1,NA
Ber-0,0.01,NA
Br-0,0.01,NA
Rsch-0,0.01,NA
Se-0,0.01,NA
Col-0,0.01,NA
phyB-9,0.01,NA
Ber-0,0,NA
Br-0,0,NA
Rsch-0,0,NA
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
Ber-0,37,NA
Br-0,37,NA
Rsch-0,37,NA
Se-0,37,NA
Col-0,37,NA
phyB-9,37,NA
Ber-0,17,NA
Br-0,17,NA
Rsch-0,17,NA
Se-0,17,NA
Col-0,17,NA
phyB-9,17,NA
Ber-0,3.3,NA
Br-0,3.3,NA
Rsch-0,3.3,NA
Se-0,3.3,NA
Col-0,3.3,NA
phyB-9,3.3,NA
Ber-0,1.4,NA
Br-0,1.4,NA
Rsch-0,1.4,NA
Se-0,1.4,NA
Col-0,1.4,NA
phyB-9,1.4,NA
Ber-0,0.2,NA
Br-0,0.2,NA
Rsch-0,0.2,NA
Se-0,0.2,NA
Col-0,0.2,NA
phyB-9,0.2,NA
Ber-0,0.1,NA
Br-0,0.1,NA
Rsch-0,0.1,NA
Se-0,0.1,NA
Col-0,0.1,NA
phyB-9,0.1,NA
Ber-0,0.01,NA
Br-0,0.01,NA
Rsch-0,0.01,NA
Se-0,0.01,NA
Col-0,0.01,NA
phyB-9,0.01,NA
Ber-0,0,NA
Br-0,0,NA
Rsch-0,0,NA
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
Ber-0,37,NA
Br-0,37,NA
Rsch-0,37,NA
Se-0,37,NA
Col-0,37,NA
phyB-9,37,NA
Ber-0,17,NA
Br-0,17,NA
Rsch-0,17,NA
Se-0,17,NA
Col-0,17,NA
phyB-9,17,NA
Ber-0,3.3,NA
Br-0,3.3,NA
Rsch-0,3.3,NA
Se-0,3.3,NA
Col-0,3.3,NA
phyB-9,3.3,NA
Ber-0,1.4,NA
Br-0,1.4,NA
Rsch-0,1.4,NA
Se-0,1.4,NA
Col-0,1.4,NA
phyB-9,1.4,NA
Ber-0,0.2,NA
Br-0,0.2,NA
Rsch-0,0.2,NA
Se-0,0.2,NA
Col-0,0.2,NA
phyB-9,0.2,NA
Ber-0,0.1,NA
Br-0,0.1,NA
Rsch-0,0.1,NA
Se-0,0.1,NA
Col-0,0.1,NA
phyB-9,0.1,NA
Ber-0,0.01,NA
Br-0,0.01,NA
Rsch-0,0.01,NA
Se-0,0.01,NA
Col-0,0.01,NA
phyB-9,0.01,NA
Ber-0,0,NA
Br-0,0,NA
Rsch-0,0,NA
Se-0,0,NA
Col-0,0,NA
phyB-9,0,NA
